ID,Frugivore_Species,Plant_Species,Type of Interaction,Plant_family,Plant_genus,Plant_specific.epiteth,Plant_distribution,Plant_origin,Plant_Form,fruit_diameter,fruit_length,seed_diameter,seed_length,Fruit_color,Lipid_Score,Plants_IUCN,Frug_Class,Frug_Order,Frug_Family,Frug_Genus,Frug_Epitetus,Frug_Group,Frug_Body_Mass,Frug_Mean_Gape_Size,Frugivory_score,Frug_Migration_status,Frug_IUCN,Frug_Population_Trend,Study_Location,Latitude,Longitude,Precision,Study reference,Doi/Link,Study_Method
3931,Sturnira lilium,Piper crassinervium,Mutualistic,Piperaceae,Piper,crassinervium,BR-AC|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PA|BR-PR|BR-RJ|BR-SC|BR-SE|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Bats,21,14.79,3,NA,LC,Stable,ParanÊ,-25.252089,-52.021542,estado,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
2869,Dermanura cinerea,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Dermanura,cinerea,Bats,NA,NA,NA,NA,LC,Unknown,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2870,Artibeus fimbriatus,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,fimbriatus,Bats,40,20.9,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2871,Artibeus obscurus,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,obscurus,Bats,33.5,19.01,3,NA,LC,Unknown,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2872,Carollia perspicillata,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2873,Sturnira lilium,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Bats,21,14.79,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2874,Sturnira tildae,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Sturnira,tildae,Bats,25.5,NA,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
3617,Carollia perspicillata,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,Parque Estadual de Intervales,-24.308775,-48.27359,preciso,Passos 2003,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752003000300024,Animal-oriented
3932,Carollia brevicauda,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,brevicauda,Bats,17,13.97,3,NA,LC,Stable,S®o Paulo,-23.55052,-46.633309,cidade,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
3933,Carollia castanea,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,castanea,Bats,11.8,123.3,3,NA,LC,Stable,S®o Paulo,-23.55052,-46.633309,cidade,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
3934,Carollia perspicillata,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,s®o Paulo,-23.55052,-46.633309,cidade,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
7890,Chiroxiphia caudata,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Aves,Passeriformes,Pipridae,Chiroxiphia,caudata,Small birds,25.6,9.496153846,3,RES,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7891,Tachyphonus coronatus,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Aves,Passeriformes,Thraupidae,Tachyphonus,coronatus,Small birds,29.3,8.417368421,2,RES,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7892,Micoureus demerarae,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Didelphimorphia,Didelphidae,Micoureus,demerarae,Marsupials,120,NA,1,NA,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7893,Philander frenatus,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Didelphimorphia,Didelphidae,Philander,frenatus,Marsupials,450,NA,1,NA,LC,Unknown,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7894,Cissopis leverianus,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Aves,Passeriformes,Thraupidae,Cissopis,leverianus,Small birds,76,7.995333333,2,RES,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7895,Thraupis ornata,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Aves,Passeriformes,Thraupidae,Thraupis,ornata,Small birds,33,6.518,2,RES,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7896,Carollia perspicillata,Piper dilatatum,Mutualistic,Piperaceae,Piper,dilatatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
2875,Artibeus lituratus,Piper divaricatum,Mutualistic,Piperaceae,Piper,divaricatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Bats,88.5,21.11,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
3599,Artibeus lituratus,Piper divaricatum,Mutualistic,Piperaceae,Piper,divaricatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Bats,88.5,21.11,3,NA,LC,Stable,Museu de Biologia Professor Mello Leit®o,-19.935676,-40.599707,preciso,Passos 2003,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752003000300024,Animal-oriented
3935,Artibeus lituratus,Piper divaricatum,Mutualistic,Piperaceae,Piper,divaricatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Bats,88.5,21.11,3,NA,LC,Stable,EspÁrito Santo,-19.183423,-40.308863,estado,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
3936,Carollia perspicillata,Piper divaricatum,Mutualistic,Piperaceae,Piper,divaricatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,EspÁrito Santo,-19.183423,-40.308863,estado,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
5101,Artibeus lituratus,Piper divaricatum,Mutualistic,Piperaceae,Piper,divaricatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Bats,88.5,21.11,3,NA,LC,Stable,Rio de Janeiro,-22.906847,-43.172897,cidade,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
5102,Carollia perspicillata,Piper divaricatum,Mutualistic,Piperaceae,Piper,divaricatum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,Rio de Janeiro,-22.906847,-43.172897,cidade,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
3937,Carollia brevicauda,Piper epigynium,Mutualistic,Piperaceae,Piper,epigynium,NA,NA,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,brevicauda,Bats,17,13.97,3,NA,LC,Stable,EspÁrito Santo,-19.183423,-40.308863,estado,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
3938,Platyrrhinus vittatus,Piper epigynium,Mutualistic,Piperaceae,Piper,epigynium,NA,NA,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,Bats,62.3,NA,NA,NA,LC,Unknown,EspÁrito Santo,-19.183423,-40.308863,estado,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
5103,Carollia brevicauda,Piper epigynium,Mutualistic,Piperaceae,Piper,epigynium,NA,NA,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,brevicauda,Bats,17,13.97,3,NA,LC,Stable,Rio de Janeiro,-22.906847,-43.172897,cidade,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
5104,Platyrrhinus vittatus,Piper epigynium,Mutualistic,Piperaceae,Piper,epigynium,NA,NA,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,Bats,62.3,NA,NA,NA,LC,Unknown,Rio de Janeiro,-22.906847,-43.172897,cidade,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
2876,Dermanura cinerea,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Dermanura,cinerea,Bats,NA,NA,NA,NA,LC,Unknown,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2877,Artibeus fimbriatus,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,fimbriatus,Bats,40,20.9,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2878,Artibeus obscurus,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,obscurus,Bats,33.5,19.01,3,NA,LC,Unknown,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2879,Carollia perspicillata,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2880,Sturnira lilium,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Bats,21,14.79,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2881,Sturnira tildae,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Sturnira,tildae,Bats,25.5,NA,3,NA,LC,Stable,NA,NA,NA,NA,Musnter 2011,NA,Animal-oriented
2882,Artibeus lituratus,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Bats,88.5,21.11,3,NA,LC,Stable,NA,NA,NA,NA,Pinto et al 2006,https://chiroptera.unb.br/index.php/cn/article/view/120,Animal-oriented
2883,Carollia perspicillata,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,NA,NA,NA,NA,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
2884,Didelphis albiventris,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,Marsupials,850,NA,1,NA,LC,Stable,NA,NA,NA,NA,Galetti  unpublish,NA,Animal-oriented
2885,Didelphis albiventris,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,Marsupials,850,NA,1,NA,LC,Stable,NA,NA,NA,NA,Galetti  unpublish,NA,Animal-oriented
2886,Didelphis aurita,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,Marsupials,1290,NA,1,NA,LC,Stable,NA,NA,NA,NA,Galetti  unpublish,NA,Animal-oriented
2887,Didelphis aurita,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,Marsupials,1290,NA,1,NA,LC,Stable,NA,NA,NA,NA,Galetti  unpublish,NA,Animal-oriented
2888,Marmosops paulensis,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Didelphimorphia,Didelphidae,Marmosops,paulensis,Marsupials,45,NA,1,NA,LC,Unknown,NA,NA,NA,NA,Galetti  unpublish,NA,Animal-oriented
3568,Carollia perspicillata,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,Parque Estadual Vila Rica/EspÁrito Santo,-23.912478,-51.959745,preciso,Mikich 2002,http://www.scielo.br/pdf/rbzool/v19n1/v19n1a23.pdf,Animal-oriented
3939,Artibeus lituratus,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Bats,88.5,21.11,3,NA,LC,Stable,ParanÊ,-25.252089,-52.021541,estado,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
3940,Carollia perspicillata,Piper gaudichaudianum,Mutualistic,Piperaceae,Piper,gaudichaudianum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,scrub,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Bats,16.5,14.29,3,NA,LC,Stable,ParanÊ,-25.252089,-52.021541,estado,Bredt A et al 2012,http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html,Animal-oriented
