,ID_codref,Bib_Ref,Country,State,Municipality,Site,Latitude_y,Longitude_x,Category_coord,Year_start,Year_finish,Habitat,Method,Number_nets,Net_size,RN_total_effort,Number_point_counts,Point_count_temporal_replicates,PE_total_effort,Olsoneconame,OlsonG200r,Ribeirovegtype,BSRs,Altitude,Annual_rainfall,Annual_temperature
1,a14,"PA Brasil. 2002.RelatÛrio Ambiental Preliminar do Loteamento Fechado Parque Chapada de Itu, SP. PA Brasil Consultoria, Planejamento e Gest„o Ambiental.",Brazil,SP,Itu,Loteamento Parque Chapada de Itu,-23.25,-47.28333333,MUN,2002,2002,Forest edge,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1804,"Abe, L. M. 1997. Estudo da avifauna em remanescentes florestais contÌguos a reflorestamentos com Pinus eliottii Engelm., 1880. Estudos de Biologia 41:37ñ60.",Brazil,PRÅ,CAMPO LARGO,fazenda Rio ConceiÁ„o,-25.08333333,-49.71666667,MOS,1994,1996,Not informed,INV,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,920,180,22.6
3,Rodrigues_54,"Abreu, T. L. S. 2000. Efeitos de queimada sobre a comunidade de aves. DissertaÁ„o de Mestrado. Universidade de BrasÌlia, DF, Brasil.",Brazil,GO,PLANALTINA,PN BrasÌlia,-15.408,-47.575,,1998,2000,Not informed,TRS,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,1083,238,22.4
4,Rodrigues_55,"Abreu, T. L. S. 2000. Efeitos de queimada sobre a comunidade de aves. DissertaÁ„o de Mestrado. Universidade de BrasÌlia, DF, Brasil.",Brazil,GO,PLANALTINA,PN BrasÌlia,-15.408,-47.575,,1998,2000,Forest,TRS,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,1083,238,22.4
5,t20,"Adisan Engenharia. 2002. Estudo de Impacto Ambiental do sistema de disposiÁ„o final de resÌduos sÛlidos urbanos do municÌpio de Franca, SP. Adisan Engenharia e Projetos.",Brazil,SP,FRANCA,Extremo sudoeste do municÌpio de Franca,-20.53333333,-47.4,MUN,2002,2002,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,920,277,20.4
6,t21,"Adisan Engenharia. 2002. Estudo de Impacto Ambiental do sistema de disposiÁ„o final de resÌduos sÛlidos urbanos do municÌpio de Franca, SP. Adisan Engenharia e Projetos.",Brazil,SP,FRANCA,Extremo sudoeste do municÌpio de Franca,-20.53333333,-47.4,MUN,2002,2002,Open area,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,920,277,20.4
7,t22,"Adisan Engenharia. 2002. Estudo de Impacto Ambiental do sistema de disposiÁ„o final de resÌduos sÛlidos urbanos do municÌpio de Franca, SP. Adisan Engenharia e Projetos.",Brazil,SP,FRANCA,Extremo sudoeste do municÌpio de Franca,-20.53333333,-47.4,MUN,2002,2002,Several,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,920,277,20.4
8,Bovo_73,"Agnello, S. 2007. ComposiÁ„o, estrutura e conservaÁ„o da comunidade de aves da Mata Atl‚ntica no Parque Estadual da Serra do Mar, Nucleo Cubat„o, S„o Paulo. DissertaÁ„o de Mestrado. Universidade de S„o Paulo, S„o Paulo, Brasil.",Brazil,SP,SAO BERNARDO DO CAMPO,"N˙cleo Cubat„o, Parque Estadual da Serra do Mar",-23.86666667,-46.5,PTCENTRAL,2002,2005,Rocky grasslands,OO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,606,367,20.2
9,P10,"Agnello, S. 2003. Estudo da comunidade de aves da Mata Atl‚ntica, no Parque Estadual da Serra do Mar - N˙cleo Cubat„o, SP. Monografia de GraduaÁ„o. Universidade Metodista de S„o Paulo, S„o Paulo, Brazil.",Brazil,SP,SAO BERNARDO DO CAMPO,Parque Estadual da Serra do Mar,-23.875,-46.491666,AREAq,2002,2003,Open area,TRS,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,613,371,20.6
10,r54,"Agnello, S. 2003. Estudo da comunidade de aves da Mata Atl‚ntica, no Parque Estadual da Serra do Mar - N˙cleo Cubat„o, SP. Monografia de GraduaÁ„o. Universidade Metodista de S„o Paulo, S„o Paulo, Brazil.",Brazil,SP,SAO BERNARDO DO CAMPO,Parque Estadual da Serra do Mar,-23.875,-46.491666,AREAq,2002,2003,Forest edge,TRS,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,613,371,20.6
11,a15,"¡gua e Solo. 2006.RelatÛrio Ambiental Preliminar do Parque Industrial Nove de Julho, Americana, SP. ¡gua e Solo Consultoria.",Brazil,SP,Americana,Parque Industrial Nove de Julho,-22.69666667,-47.31027778,MOS,2006,2006,Not informed,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,a16,"¡gua e Solo. 2006.RelatÛrio Ambiental Preliminar do Parque Industrial Nove de Julho, Americana, SP. ¡gua e Solo Consultoria.",Brazil,SP,Americana,Parque Industrial Nove de Julho,-22.69666667,-47.31027778,MOS,2006,2006,Several,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,a17,"¡gua e Solo. 2006.RelatÛrio Ambiental Preliminar do Parque Industrial Nove de Julho, Americana, SP. ¡gua e Solo Consultoria.",Brazil,SP,Americana,Parque Industrial Nove de Julho,-22.69666667,-47.31027778,MOS,2006,2006,Not informed,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,660,"Albuquerque, J. L. B., and F. M. Br¸ggemann.  1996. A avifauna do Parque Estadual da Serra do Tabuleiro, Santa Catarina, Brasil e as implicaÁıes para sua conservaÁ„o. Acta Biologica Leopoldense 18(1):47ñ68.",Brazil,SC,SANTO AMARO DA IMPERATRIZ,Serra do Tabuleiro,-27.734166,-48.811388,MOS,1989,1990,Forest,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,309,240,22.5
15,661,"Albuquerque, J. L. B., and F. M. Br¸ggemann.  1996. A avifauna do Parque Estadual da Serra do Tabuleiro, Santa Catarina, Brasil e as implicaÁıes para sua conservaÁ„o. Acta Biologica Leopoldense 18(1):47ñ68.",Brazil,SC,PALHOCA,Serra do Tabuleiro,-27.633333,-48.666666,MUN,1989,1990,Not informed,RL,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,8,207,24.6
16,662,"Albuquerque, J. L. B., and F. M. Br¸ggemann.  1996. A avifauna do Parque Estadual da Serra do Tabuleiro, Santa Catarina, Brasil e as implicaÁıes para sua conservaÁ„o. Acta Biologica Leopoldense 18(1):47ñ68.",Brazil,SC,SANTO AMARO DA IMPERATRIZ,Serra do Tabuleiro,-27.683333,-48.766666,MUN,1989,1990,Forest,LO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Densa,Florestas de Arauc√°ria,146,214,24.5
17,663,"Albuquerque, J. L. B., and F. M. Br¸ggemann.  1996. A avifauna do Parque Estadual da Serra do Tabuleiro, Santa Catarina, Brasil e as implicaÁıes para sua conservaÁ„o. Acta Biologica Leopoldense 18(1):47ñ68.",Brazil,SC,SANTO AMARO DA IMPERATRIZ,Serra do Tabuleiro,-27.683333,-48.766666,MUN,1989,1990,Forest,LO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Densa,Florestas de Arauc√°ria,146,214,24.5
18,664,"Albuquerque, J. L. B., and F. M. Br¸ggemann.  1996. A avifauna do Parque Estadual da Serra do Tabuleiro, Santa Catarina, Brasil e as implicaÁıes para sua conservaÁ„o. Acta Biologica Leopoldense 18(1):47ñ68.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1989,1990,Forest,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
19,665,"Albuquerque, J. L. B., and F. M. Br¸ggemann.  1996. A avifauna do Parque Estadual da Serra do Tabuleiro, Santa Catarina, Brasil e as implicaÁıes para sua conservaÁ„o. Acta Biologica Leopoldense 18(1):47ñ68.",Brazil,SC,SANTO AMARO DA IMPERATRIZ,Serra do Tabuleiro,-27.683333,-48.766666,MUN,1989,1990,Forest,LO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Densa,Florestas de Arauc√°ria,146,214,24.5
20,666,"Albuquerque, J. L. B., and F. M. Br¸ggemann.  1996. A avifauna do Parque Estadual da Serra do Tabuleiro, Santa Catarina, Brasil e as implicaÁıes para sua conservaÁ„o. Acta Biologica Leopoldense 18(1):47ñ68.",Brazil,SC,PAULO LOPES,Serra do Tabuleiro,-27.95,-48.683333,MUN,1989,1990,Rocky grasslands,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,67,199,24.2
21,Tonetti _1,"Aleixo, A. L. P., and M. Galetti. 1997. The conservation of the avifauna in a lowland Atlantic forest in southeast Brazil. Bird Conservation International 7:235ñ261",Brazil,SP,SETE BARRAS,Parque Estadual Intervales,-24.235833,-48.080833,PTCENTRAL,1993,1996,Rocky grasslands,PE,NA,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,149,240,25.9
22,Costa_1,"Aleixo, A. L. P. 1999. Effects of selective logging on a bird community in the Brazilian Atlantic Forest. Condor 101:537ñ548.",Brazil,SP,SETE BARRAS,Primary Forest,-24.14,-48.04,,1994,1996,Rocky grasslands,PE,,NA,NA,73,25,163,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,848,203,20.8
23,Costa_2,"Aleixo, A. L. P. 1999. Effects of selective logging on a bird community in the Brazilian Atlantic Forest. Condor 101:537ñ548.",Brazil,SP,SETE BARRAS,Selectively-logged Forest,-24.14,-48.04,,1994,1996,Rocky grasslands,PE,,NA,NA,24,25,142,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,848,203,20.8
24,173,"Aleixo, A. L. P.  1997. Composition of mixed-species bird flocks and abundance of flocking species in a semideciduous forest of southeastern Brazil Ararajuba 5(1):11ñ18.",Brazil,SP,ANHEMBI,Fazenda Barreiro Rico,-22.75,-48.15,PTCENTRAL,1996,1996,Rocky grasslands,PES,,NA,NA,5,7,35,Cerrado,Cerrado Woodlands and Savannas,Agua,Florestas de Interior,453,225,23.8
25,5,"Aleixo, A. L. P.  1997. Estrutura e organizaÁ„o de comunidade de aves em ·reas de Mata Atl‚ntica e explorada por corte seletivo. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,SP,SETE BARRAS,Parque Estadual Intervales,-24.235833,-48.080833,PTCENTRAL,1993,1996,Rocky grasslands,PE,,NA,NA,163,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,149,240,25.9
26,6,"Aleixo, A. L. P.  1997. Estrutura e organizaÁ„o de comunidade de aves em ·reas de Mata Atl‚ntica e explorada por corte seletivo. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,SP,SETE BARRAS,Parque Estadual Intervales,-24.235833,-48.080833,PTCENTRAL,1994,1996,Rocky grasslands,PE,,NA,NA,142,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,149,240,25.9
27,615,"Aleixo, A. L. P.  1997. Estrutura e organizaÁ„o de comunidade de aves em ·reas de Mata Atl‚ntica e explorada por corte seletivo. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,SP,SETE BARRAS,Parque Estadual Intervales,-24.235833,-48.080833,PTCENTRAL,1994,1996,Rocky grasslands,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,149,240,25.9
28,127,"Aleixo, A. L. P., and J. M. E. Vielliard. 1995. ComposiÁ„o e din‚mica da avifauna da mata de Santa Genebra, Campinas, S„o Paulo, Brasil. Revista Brasileira de Zoologia 12(3):493ñ511",Brazil,SP,Campinas,Mata de Santa Genebra,-22.825212,-47.10894,PTCENTRAL,1992,1994,Rocky grasslands,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,r607,"Aleixo, A. L. P., and J. M. E. Vielliard. 1995. ComposiÁ„o e din‚mica da avifauna da mata de Santa Genebra, Campinas, S„o Paulo, Brasil. Revista Brasileira de Zoologia 12(3):493ñ511",Brazil,SP,Campinas,Mata de Santa Genebra,-22.825212,-47.10894,PTCENTRAL,1992,1994,Rocky grasslands,PE,,NA,NA,5,40,202,NA,NA,NA,NA,NA,NA,NA
30,Costa_30,"Aleixo, A. L. P., and J. M. E. Vielliard. 1995. ComposiÁ„o e din‚mica da avifauna da mata de Santa Genebra, Campinas, S„o Paulo, Brasil. Revista Brasileira de Zoologia 12(3):493ñ511",Brazil,SP,Campinas,mata semidecidua,-22.825212,-47.10894,,1992,1994,Rocky grasslands,PE,,NA,NA,5,41,202,NA,NA,NA,NA,NA,NA,NA
31,,NA,Brazil,SP,EUCLIDES DA CUNHA PAULISTA,Fragmento Ponte Branca (g),-22.418,-52.498,,2004,2007,Forest,RN,,12,2048,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,323,161,25
32,,NA,Brazil,SP,EUCLIDES DA CUNHA PAULISTA,Fragmento Santa Rita (m),-22.542,-52.642,,2004,2007,Forest,RN,,12,1950,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,300,155,25.3
33,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Tucano (g),-22.489,-52.465,,2004,2007,Forest,RN,,12,1843,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,334,160,25.2
34,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento √Ågua Sumida (g),-22.296,-52.346,,2004,2007,Forest,RN,,12,1872,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,324,165,25.1
35,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Chicrones (m),-22.297,-52.38,,2004,2007,Forest,RN,,12,1727,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,318,165,25.2
36,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Copacabana (p),-22.435,-52.417,,2004,2007,Forest,RN,,12,2750,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,391,163,24.9
37,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Ribeir√£o Bonito (m),-22.53,-52.38,,2004,2007,Forest,RN,,12,1746,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,305,162,25.2
38,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Santa Maria I (g),-22.324,-52.324,,2004,2007,Forest,RN,,12,1813,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,340,166,25
39,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (cc),-22.475,-52.343,,2004,2007,Forest,RN,,12,1800,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,368,163,25.6
40,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (cc),-22.522,-52.356,,2004,2007,Forest,RN,,12,2472,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,336,162,25.5
41,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (cc),-22.527,-52.299,,2004,2007,Forest,RN,,12,1845,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,547,164,25.2
42,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (cc),-22.429,-52.37,,2004,2007,Forest,RN,,12,1768,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,388,163,25.3
43,,NA,Brazil,BA,URUCUCA,Parque Estadual Serra do Conduru,-14.495661,-39.134568,,2009,2009,Forest,RN,,12,278.3,NA,NA,NA,Bahia coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Bahia,263,136,24.8
44,,NA,Brazil,BA,URUCUCA,Parque Estadual Serra do Conduru,-14.497379,-39.134514,,2009,2009,Forest,RN,,12,268.3,NA,NA,NA,Bahia coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Bahia,292,136,24.8
45,,NA,Brazil,BA,URUCUCA,Parque Estadual Serra do Conduru,-14.496554,-39.138606,,2009,2009,Forest,RN,,12,250,NA,NA,NA,Bahia coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Bahia,263,136,24.8
46,,NA,Brazil,BA,URUCUCA,Parque Estadual Serra do Conduru,-14.498463,-39.137326,,2009,2009,Forest,RN,,12,254.1,NA,NA,NA,Bahia coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Bahia,292,136,24.8
47,,NA,Brazil,BA,URUCUCA,Parque Estadual Serra do Conduru,-14.490639,-39.141878,,2009,2009,Forest,RN,,12,265.8,NA,NA,NA,Bahia coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Bahia,263,137,24.4
48,,NA,Brazil,BA,URUCUCA,Parque Estadual Serra do Conduru,-14.489365,-39.140921,,2009,2009,Forest,RN,,12,265.8,NA,NA,NA,Bahia coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Bahia,263,137,24.8
49,,NA,Brazil,SP,BOM JESUS DOS PERD√ïES,Cantareira,-23.196,-46.498,,2009,2009,Forest,RN,,12,160,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,1117,251,19.5
50,,NA,Brazil,SP,MAIRIPORA,Cantareira,-23.291,-46.481,,2009,2009,Forest,RN,,12,160,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,911,246,20.5
51,,NA,Brazil,SP,NAZARE PAULISTA,Cantareira,-23.241,-46.501,,2009,2009,Forest,RN,,12,160,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,1062,252,19.4
52,,NA,Brazil,SP,SANTA ISABEL,Cantareira,-23.232,-46.308,,2009,2009,Forest,RN,,12,160,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,921,252,19.6
53,,NA,Brazil,PA,Portel,Fazenda Jutaituba,-2.922364,-50.214888,,2007,2007,Forest,RN,,12,346.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,,NA,Brazil,PA,Bagre,Fazenda Jutaituba,-3.029597,-49.998794,,2007,2007,Forest,RN,,12,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,,NA,Brazil,PA,Bagre,Fazenda Jutaituba,-3.105951,-49.999762,,2007,2007,Forest,RN,,12,308.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,,NA,Brazil,PA,Oeiras do Par√°,Fazenda Jutaituba,-2.829455,-49.889891,,2007,2007,Forest,RN,,12,213.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,,NA,Brazil,PA,Portel,Fazenda Jutaituba,-3.046359,-49.998794,,2007,2007,Forest,RN,,12,336.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento 6R (g),-22.331522,-52.397662,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,315,163,25.4
59,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento √Ågua Sumida (g),-22.294391,-52.345695,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,324,165,25.1
60,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Chico (p),-22.482029,-52.187885,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,299,168,25.5
61,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Chicrones (m),-22.296133,-52.380162,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,318,165,25.2
62,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Copacabana (p),-22.435271,-52.416201,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,391,163,24.7
63,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Guan√° (p),-22.367638,-52.62615,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,324,159,25.1
64,,NA,Brazil,SP,ROSANA,Fragmento Junqueira (m),-22.396851,-52.67543,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,309,157,25.8
65,,NA,Brazil,SP,PRESIDENTE EPIT√ÅCIO,Fragmento Longe (p),-22.093594,-52.318196,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,305,164,25.8
66,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Margarida (p),-22.286633,-52.460047,,2003,2005,Forest,PE,,NA,NA,NA,NA,45,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,317,163,25.3
67,,NA,Brazil,SP,MIRANTE DO PARANAPANEMA,Fragmento Negr√£o,-22.524233,-52.062858,,2003,2005,Forest,PE,,NA,NA,NA,NA,44,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,283,169,25.6
68,,NA,Brazil,SP,EUCLIDES DA CUNHA PAULISTA,Fragmento Ponte Branca (g),-22.417322,-52.49822,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,323,161,25
69,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Ribeir√£o Bonito (m),-22.529426,-52.380337,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,305,162,25.2
70,,NA,Brazil,SP,EUCLIDES DA CUNHA PAULISTA,Fragmento Rosanela (m),-22.598572,-52.504454,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,287,157,25.6
71,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Santa Maria I (g),-22.325313,-52.325255,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,340,166,24.8
72,,NA,Brazil,SP,PRESIDENTE EPIT√ÅCIO,Fragmento Santa Maria Mico (g),-22.241909,-52.313808,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,304,164,25.7
73,,NA,Brazil,SP,PRESIDENTE EPIT√ÅCIO,Fragmento Santa M√nica (g),-22.151105,-52.26491,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,321,166,25.4
74,,NA,Brazil,SP,EUCLIDES DA CUNHA PAULISTA,Fragmento Santa Rita (m),-22.541057,-52.642609,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,300,156,25.3
75,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Santa Tereza (p),-22.366696,-52.340009,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,377,166,24.7
76,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento S√£o Sebasti√£o (p),-22.361191,-52.26047,,2003,2005,Forest,PE,,NA,NA,NA,NA,47,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,329,167,25.2
77,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Tucano (g),-22.49012,-52.4645,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,334,160,25.2
78,,NA,Brazil,SP,TEODORO SAMPAIO,Fragmento Val (m),-22.279524,-52.517286,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,316,162,25.4
79,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (3mil),-22.51702,-52.277847,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,534,165,24.8
80,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (caldeir√£o),-22.474284,-52.342141,,2003,2005,Forest,PE,,NA,NA,NA,NA,47,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,368,163,25.6
81,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (estreito),-22.521609,-52.356067,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,336,162,25.5
82,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (mina),-22.528379,-52.301247,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,547,164,25.1
83,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (minerva),-22.428447,-52.370436,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,388,163,25.3
84,,NA,Brazil,SP,TEODORO SAMPAIO,PEMD (morro),-22.515042,-52.328275,,2003,2005,Forest,PE,,NA,NA,NA,NA,48,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,551,164,25.2
