,ID_codref,Bib_Ref,Country,State,Municipality,Site,Latitude_y,Longitude_x,Category_coord,Year_start,Year_finish,Habitat,Method,Number_nets,Net_size,RN_total_effort,Number_point_counts,Point_count_temporal_replicates,PE_total_effort,Olsoneconame,OlsonG200r,Ribeirovegtype,BSRs,Altitude,Annual_rainfall,Annual_temperature
199,r441,"Amorim, J. F., and V. Q. Piacentini. 2006. Novos registros de aves raras em Santa Catarina, Sul do Brasil, incluindo os primeiros registros documentados de algumas espÈcies para o Estado. Revista Brasileira de Ornitologia 14(2):145ñ149.",Brazil,SC,URUBICI,Fazenda Serra do Panel„o,-28.016666,-49.583333,MUN,2003,2003,Aquatic and flooded,OO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,1399,183,19.2
200,r442,"Amorim, J. F., and V. Q. Piacentini. 2006. Novos registros de aves raras em Santa Catarina, Sul do Brasil, incluindo os primeiros registros documentados de algumas espÈcies para o Estado. Revista Brasileira de Ornitologia 14(2):145ñ149.",Brazil,SC,LAGES,Pessegueiros,-27.816666,-50.316666,MUN,2003,2003,Open area,OO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Estepe,Florestas de Arauc√°ria,913,148,21.3
201,269,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,SP,BANANAL,Fazenda V. BenÁ„o,-22.683333,-44.316666,PTCENTRAL,1997,1997,Coastal,RN,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,463,257,23.5
202,270,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,MG,IBIRITE,Reserva de PreservaÁ„o Ambiental da Companhia de Saneamento de Minas Gerais - Tabooes,-20.016666,-44.05,PTCENTRAL,1998,1998,Restinga,RN,,NA,NA,NA,NA,NA,Bahia interior forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,899,272,23
203,271,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,SP,CAMPINAS,Mata de Santa Genebra,-22.9,-47.05,PTCENTRAL,1996,1996,Aquatic and flooded,RN,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Areas de Tensao Ecologica,Florestas de Interior,676,223,22
204,272,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,SP,PEDREIRA,Fazenda S„o Jo„o,-22.733333,-46.9,PTCENTRAL,1997,1997,Coastal,RN,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,686,254,22.1
205,273,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,PRÅ,FUNIX,Parque Estadual Vila Rica do EspÌrito Santo,-23.9,-51.966666,PTCENTRAL,1997,1997,Aquatic and flooded,RN,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,303,206,24.5
206,274,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,PRÅ,IBIPORA,Fazenda Doralicea,-23.266666,-51.033333,PTCENTRAL,1997,1997,Forest,RN,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,465,198,24.2
207,275,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,PRÅ,Ibipor„,Fazenda Remansinho,-23.25,-50.966666,PTCENTRAL,1997,1997,Restinga,RN,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,276,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,SP,ASSIS,EstaÁ„o EcolÛgica de Caetetus,-22.65,-50.4,PTCENTRAL,1997,1997,Open area,RN,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,568,213,23.5
209,277,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,RJ,PARACAMBI,Fazenda Retiro,-22.6,-43.7,PTCENTRAL,1997,1997,Several,RN,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,164,216,26.5
210,278,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,MG,ERV√ÅLIA,Parque Estadual da Serra do Brigadeiro,-20.833333,-42.65,PTCENTRAL,1997,1997,Forest,RN,,NA,NA,NA,NA,NA,Bahia interior forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,900,220,22.7
211,279,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,PRÅ,GUARAQUECABA,Reserva Natural Salto Morato,-25.3,-48.316666,PTCENTRAL,1997,1997,Forest,RN,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,130,298,26.1
212,280,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,PRÅ,MORRETES,Parque Estadual do Pico do Marumbi,-25.466666,-48.833333,PTCENTRAL,1997,1997,Forest,RN,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,137,280,25.9
213,281,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,RJ,ITATIAIA,Parque Nacional do Itatiaia,-22.483333,-44.55,PTCENTRAL,1997,1997,Not informed,RN,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,443,268,24.5
214,282,"Anci„es, M., and M. A. Marini.  2000. The effects of fragmentation on fluctuating asymmetry in passerine birds of Brazilian tropical forests. Journal of Applied Ecology 37:1013ñ1028.",Brazil,SP,PERU√çBE,EstaÁ„o EcolÛgica JurÈia-Itatins,-24.393336,-47.069125,PTCENTRAL,1997,1997,Not informed,RN,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,157,286,25.8
215,1146,"Andrade, M. A. 2003. ¡rvores zoocÛricas como n˙cleos de atraÁ„o de avifauna e dispers„o de sementes. DissertaÁ„o de Mestrado. Universidade Federal de Lavras, Minas Gerais, Brazil.",Brazil,MG,LAVRAS,Universidade Federal de Lavras,-21.227777,-44.963888,MOS,2001,2002,Not informed,PF,,NA,NA,NA,NA,NA,Bahia interior forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,922,276,22.6
216,1147,"Andrade, M. A. 2003. ¡rvores zoocÛricas como n˙cleos de atraÁ„o de avifauna e dispers„o de sementes. DissertaÁ„o de Mestrado. Universidade Federal de Lavras, Minas Gerais, Brazil.",Brazil,MG,LAVRAS,Universidade Federal de Lavras,-21.216666,-44.966666,PTCENTRAL,2001,2002,Not informed,PF,,NA,NA,NA,NA,NA,Bahia interior forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,915,277,22.5
217,587,"Andrade, M. V. G.  2004. Estrutura da comunidade de aves de sub-bosque e dispers„o de sementes em ·rea de mineraÁ„o de ferro. DissertaÁ„o de Mestrado. Universidade Federal de Minas Gerais, Minas Gerais, Brazil.",Brazil,MG,OURO PRETO,Unidade Germano de Samarco MineraÁ„o SA,-20.186111,-43.501666,PTCENTRAL,2002,2003,Forest,RN,,NA,1344,NA,NA,NA,Campos Rupestres montane savanna,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,1132,267,21.4
218,588,"Andrade, M. V. G.  2004. Estrutura da comunidade de aves de sub-bosque e dispers„o de sementes em ·rea de mineraÁ„o de ferro. DissertaÁ„o de Mestrado. Universidade Federal de Minas Gerais, Minas Gerais, Brazil.",Brazil,MG,MARIANA,Unidade Germano de Samarco MineraÁ„o SA,-20.192222,-43.497222,PTCENTRAL,2002,2003,Forest edge,RN,,NA,1344,NA,NA,NA,Campos Rupestres montane savanna,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,1120,265,21.7
219,589,"Andrade, M. V. G.  2004. Estrutura da comunidade de aves de sub-bosque e dispers„o de sementes em ·rea de mineraÁ„o de ferro. DissertaÁ„o de Mestrado. Universidade Federal de Minas Gerais, Minas Gerais, Brazil.",Brazil,MG,OURO PRETO,Unidade Germano de Samarco MineraÁ„o SA,-20.191666,-43.501666,PTCENTRAL,2002,2003,Open area,RN,,NA,1344,NA,NA,NA,Campos Rupestres montane savanna,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,1120,267,21.4
220,344,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,SAO ROQUE DE MINAS,Parque Nacional da Serra da Canastra,-20.296666,-46.375555,PTCENTRAL,1997,1998,Non-flooded shrubland,RN,,NA,302,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,906,274,22.8
221,r10,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,PIUMHI,Parque Nacional da Serra da Canastra,-20.4475,-46.267222,PTCENTRAL,1997,1998,Forest,RN,,NA,319,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,900,285,22.8
222,r11,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,VARGEM BONITA,Parque Nacional da Serra da Canastra,-20.4575,-46.26,PTCENTRAL,1997,1998,Forest,RN,,NA,306,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,896,281,23.2
223,r12,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,SAO JOAO BATISTA DO GLORIA,Parque Nacional da Serra da Canastra,-20.635555,-46.415277,PTCENTRAL,1997,1998,Forest,RN,,NA,357,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Areas de Tensao Ecologica,Florestas de Interior,726,276,23.2
224,r13,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,SAO JOAO BATISTA DO GLORIA,Parque Nacional da Serra da Canastra,-20.636111,-46.428055,PTCENTRAL,1997,1998,Park within urban area,RN,,NA,378,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Areas de Tensao Ecologica,Florestas de Interior,720,276,23.2
225,r3,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,SAO ROQUE DE MINAS,Parque Nacional da Serra da Canastra,-20.299444,-46.362222,PTCENTRAL,1997,1998,Eucalyptus plantation,RN,,NA,319,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,892,272,23
226,r4,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,SAO ROQUE DE MINAS,Parque Nacional da Serra da Canastra,-20.307222,-46.363611,PTCENTRAL,1997,1998,Forest,RN,,NA,327,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,882,277,22.6
227,r5,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,SAO JOAO BATISTA DO GLORIA,Parque Nacional da Serra da Canastra,-20.625833,-46.385833,PTCENTRAL,1997,1998,Pasture and small fragments of semi-deciduous forest,RN,,NA,318,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Areas de Tensao Ecologica,Florestas de Interior,790,276,23.3
228,r6,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,SAO JOAO BATISTA DO GLORIA,Parque Nacional da Serra da Canastra,-20.621111,-46.383888,PTCENTRAL,1997,1998,Forest,RN,,NA,300,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Areas de Tensao Ecologica,Florestas de Interior,790,276,23.4
229,r7,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,VARGEM BONITA,Parque Nacional da Serra da Canastra,-20.457777,-46.260833,PTCENTRAL,1997,1998,Forest,RN,,NA,332,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,896,281,23.2
230,r8,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,VARGEM BONITA,Parque Nacional da Serra da Canastra,-20.454444,-46.264166,PTCENTRAL,1997,1998,Forest,RN,,NA,322,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,900,281,23.2
231,r9,"Andrade, R. D., and M. A. Marini.  2002. Bird species richness in natural forest patches in southeast Brazil. Lundiana 3(2):141ñ149.",Brazil,MG,PIUMHI,Parque Nacional da Serra da Canastra,-20.448888,-46.275,PTCENTRAL,1997,1998,Forest,RN,,NA,366,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,905,285,22.8
232,667,"Anjos, L.  1990. DistribuiÁ„o de aves em uma Floresta de Arauc·ria da cidade de Curitiba (Sul do Brasil). Acta Biologica Paranaense 19 (1,2,3,4):51ñ63.",Brazil,PRÅ,CURITIBA,Cap„o da Imbuia,-25.436017,-49.219529,PTCENTRAL,1983,1986,Forest,LO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,912,183,21.1
233,668,"Anjos, L.  1990. DistribuiÁ„o de aves em uma Floresta de Arauc·ria da cidade de Curitiba (Sul do Brasil). Acta Biologica Paranaense 19 (1,2,3,4):51ñ63.",Brazil,PRÅ,CURITIBA,Cap„o da Imbuia,-25.436017,-49.219529,PTCENTRAL,1983,1986,Forest,LO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,912,183,21.1
234,851,"Anjos, L. 2006. Bird species sensitivity in a fragmented landscape of the Atlantic Forest in southern Brazil. Biotropica 38(2):229ñ234.",Brazil,PRÅ,LONDRINA,Bacia Hidrogr·fica do Rio Apertados,-23.45,-51.25,PTCENTRAL,,,Forest,PE,,NA,NA,5,4,20,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,611,204,24
235,992,"Anjos, L. 1988. Eto-ecologia e an·lise do sistema de comunicaÁ„o sonora e visual da gralha-azul, Cyanocorax caeruleus (Vieillot, 1818) (Aves - Corvidae). DissertaÁ„o de Mestrado. Universidade Federal do Paran·, Paran·, Brazil.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1985,1987,Forest,OSS,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
236,1029,"Anjos, L. 1992. Riqueza e abund‚ncia de aves em ilhas de Floresta de Arauc·ria. Tese de Doutorado. Universidade Federal do Paran·, Paran·, Brazil.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1990,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
237,144,"Anjos, L.  2001. Bird communities in five Atlantic Forest fragments in southern Brazil. Ornitologia Neotropical 12:11ñ27.",Brazil,PRÅ,LONDRINA,Parque Estadual Mata dos Godoy,-23.45,-51.25,PTCENTRAL,1996,1996,Forest,PE,,NA,NA,15,4,60,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,611,204,24
238,145,"Anjos, L.  2001. Bird communities in five Atlantic Forest fragments in southern Brazil. Ornitologia Neotropical 12:11ñ27.",Brazil,PRÅ,LONDRINA,Fragmento A,-23.470555,-51.239722,PTCENTRAL,1996,1996,Not informed,PE,,NA,NA,10,6,60,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,598,203,24.1
239,146,"Anjos, L.  2001. Bird communities in five Atlantic Forest fragments in southern Brazil. Ornitologia Neotropical 12:11ñ27.",Brazil,PRÅ,LONDRINA,Fragmento B,-23.477222,-51.255277,PTCENTRAL,1996,1996,Antropic,PE,,NA,NA,6,10,60,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,607,204,23.6
240,147,"Anjos, L.  2001. Bird communities in five Atlantic Forest fragments in southern Brazil. Ornitologia Neotropical 12:11ñ27.",Brazil,PRÅ,LONDRINA,Fragmento C,-23.487777,-51.255277,PTCENTRAL,1996,1996,Pristine evergreen forest,PE,,NA,NA,4,15,60,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,610,204,23.6
241,148,"Anjos, L.  2001. Bird communities in five Atlantic Forest fragments in southern Brazil. Ornitologia Neotropical 12:11ñ27.",Brazil,PRÅ,IBIPORA,Horto Municipal de Ibipor„,-23.266666,-51.033333,PTCENTRAL,1996,1996,Several,PE,,NA,NA,10,6,60,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,465,198,24.2
242,191,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PALMEIRA,Fazenda Santa Rita,-25.304166,-49.808055,PTCENTRAL,1991,1991,Several,PE,,NA,NA,7,10,72,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,916,198,20.5
243,192,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PALMEIRA,Fazenda Santa Rita,-25.299166,-49.830833,PTCENTRAL,1991,1991,Forest,PE,,NA,NA,7,10,72,Cerrado,Cerrado Woodlands and Savannas,Areas de Tensao Ecologica,Florestas de Arauc√°ria,914,200,20.3
244,193,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PALMEIRA,Fazenda Santa Rita,-25.315,-49.825555,PTCENTRAL,1991,1991,Forest,PE,,NA,NA,7,10,72,Cerrado,Cerrado Woodlands and Savannas,Areas de Tensao Ecologica,Florestas de Arauc√°ria,915,200,20.2
245,194,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
246,195,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
247,196,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
248,197,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PALMEIRA,Fazenda Santa Rita,-25.328055,-49.824722,PTCENTRAL,1991,1991,Forest,PE,,NA,NA,7,10,72,Cerrado,Cerrado Woodlands and Savannas,Areas de Tensao Ecologica,Florestas de Arauc√°ria,915,195,20.5
249,198,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
250,199,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
251,200,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
252,201,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
253,202,"Anjos, L. and R. BoÁon.  1999. Bird communities in natural forest patches in southern Brazil. Wilson Bulletin 111(3):397ñ414.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita,-25.25,-49.858333,AREAq,1991,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
254,128,"Anjos, L., and V. Graf.  1993. Riqueza de aves da fazenda Santa Rita, regi„o dos Campos Gerais, Palmeira, Paran·, Brasil. Revista Brasileira de Zoologia 10(4): 673ñ693.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita ,-25.25,-49.858333,AREAq,1990,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
255,623,"Anjos, L., and V. Graf.  1993. Riqueza de aves da fazenda Santa Rita, regi„o dos Campos Gerais, Palmeira, Paran·, Brasil. Revista Brasileira de Zoologia 10(4): 673ñ693.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita ,-25.25,-49.858333,AREAq,1990,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
256,624,"Anjos, L., and V. Graf.  1993. Riqueza de aves da fazenda Santa Rita, regi„o dos Campos Gerais, Palmeira, Paran·, Brasil. Revista Brasileira de Zoologia 10(4): 673ñ693.",Brazil,PRÅ,PONTA GROSSA,Fazenda Santa Rita ,-25.25,-49.858333,AREAq,1990,1991,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,913,202,20.1
257,856,"Anjos, L., and S. Laroca. 1989. Abund‚ncia relativa e diversidade especÌfica em duas comunidades urbanas de aves de Curitiba. Arquivos de Biologia e Tecnologia 32(4):637ñ643.",Brazil,PRÅ,CURITIBA,Cap„o da Imbuia,-25.435994,-49.219358,PTCENTRAL,1986,1986,Forest,TRS,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,912,183,21.1
258,857,"Anjos, L., and S. Laroca. 1989. Abund‚ncia relativa e diversidade especÌfica em duas comunidades urbanas de aves de Curitiba. Arquivos de Biologia e Tecnologia 32(4):637ñ643.",Brazil,PRÅ,CURITIBA,Passeio P˙blico,-25.425833,-49.266666,PTCENTRAL,1986,1986,Forest,TRS,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,914,184,21
259,r461,"Anjos, L., and K.-L. Schuchmann. 1997. Biogeographical affinities of the avifauna of the Tibagi River Basin, Parana drainage system, southern Brazil. Ecotropica 3:43ñ65.",Brazil,PRÅ,FERNANDES PINHEIRO,Fragmento na cidade de AngaÌ,-25.583333,-50.416666,PTCENTRAL,1993,1993,Forest,INV,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,914,160,21
260,r462,"Anjos, L., and K.-L. Schuchmann. 1997. Biogeographical affinities of the avifauna of the Tibagi River Basin, Parana drainage system, southern Brazil. Ecotropica 3:43ñ65.",Brazil,PRÅ,PONTA GROSSA,Represa dos Alagados,-25,-50.083333,PTCENTRAL,1991,1991,Forest,INV,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,914,185,21
261,r463,"Anjos, L., and K.-L. Schuchmann. 1997. Biogeographical affinities of the avifauna of the Tibagi River Basin, Parana drainage system, southern Brazil. Ecotropica 3:43ñ65.",Brazil,PRÅ,TELUMACO BORBA,Fragmento na cidade de Imbauzinho,-24.25,-50.666666,PTCENTRAL,1993,1993,Forest,INV,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Areas de Tensao Ecologica,Florestas de Arauc√°ria,628,164,22.2
262,r464,"Anjos, L., and K.-L. Schuchmann. 1997. Biogeographical affinities of the avifauna of the Tibagi River Basin, Parana drainage system, southern Brazil. Ecotropica 3:43ñ65.",Brazil,PRÅ,TIBAGI,Fragmento na cidade de Tibagi,-24.5,-50.333333,PTCENTRAL,1996,1996,Forest,INV,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Arauc√°ria,863,149,22.4
